PG.ProteinGroups,PG.Genes,Brain_C9FTLD_TDP_1,Brain_C9FTLD_TDP_2,Brain_C9FTLD_TDP_3,Brain_C9FTLD_TDP_4,Brain_C9FTLD_TDP_5,Brain_C9FTLD_TDP_6,Brain_C9FTLD_TDP_7,Brain_C9FTLD_TDP_8,Brain_C9FTLD_TDP_9,Brain_C9FTLD_TDP_10,Brain_Control_1,Brain_Control_2,Brain_Control_3,Brain_Control_4,Brain_Control_5,Brain_Control_6,Brain_Control_7,Brain_Control_8,Brain_Control_9,Brain_Control_10,[6] 131115P.PG.Quantity,[16] 131118P.PG.Quantity,[26] 4900020P.PG.Quantity,[31] 4900056P.PG.Quantity,[5] 131115C.PG.Quantity,[11] 131118C.PG.Quantity,[21] 4900020C.PG.Quantity,[31] 4900056C.PG.Quantity
P17029;P17029,ZKSCAN1,NaN,NaN,NaN,NaN,402.7957153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33075.58984,305652.3125,NaN,NaN,111110.9297,NaN,,,,,,,,
P17036;P17036,ZNF3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17040;P17040,ZSCAN20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17050;P17050,NAGA,18110.33203,19685.10938,43644.45703,44426.79688,25889.99805,44856.82031,65053.59766,42319.66406,41216.52344,67222.25781,61148.64063,33150.72656,53955.97266,49906.89844,42381.06641,47344.55859,51750.25391,42937.62891,32905.91406,37485.69922,2776.189941,13698.04443,,,28417.55249,19275.45337,64900.11914,48078.54688
P17081;P17081,RHOQ,4310.334473,2068.091553,16321.30078,16847.39648,7397.626465,13413.32617,18368.73828,12100.86914,13106.11816,10185.16504,20942.41016,18940.13086,9273.679688,17356.24414,17275.02539,13840.81055,23032.47656,16744.09375,11879.09277,20104.01367,,,,,,,,
P17096;P17096,HMGA1,42582.23828,33020.24219,123894.1484,91373.71875,41227.84375,99133.07031,100658.3516,42569.55078,65854.70313,84800.48438,92337.98438,49532.75391,34962.60547,69459.79688,38348.94922,34270.75781,43459.39453,72747.58594,69438.17969,71090.21875,19239.07227,,,,,,,
P17098;P17098,ZNF8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17152;P17152,TMEM11,61804.75,17422.49219,41707.64453,197299.9688,49991.10547,115197.7656,180546.6719,112623.2031,113251.9453,138350.4375,267291.375,276192.3125,111433.7578,225780.2344,312712.3438,184661.5938,225076.0156,179111.3594,95811.5625,189802.9844,24261.12354,6798.395996,,,,,,
P17174;P17174,GOT1,1297363,880399.0625,3541963.75,4104840,2118208,3170599.5,3995373.25,2650489.25,3524591,3473770.5,5431796,5185899.5,3642554,5237306,4950895,3709608.25,4671990.5,3261419.5,2595864.5,4465218,37859.27734,,,,111254.5664,176899.3926,136769.7803,55229.70996
P17181;P17181,IFNAR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,2744.59668,2487.003418,5111.063721,2030.17334
P17213;P17213,BPI,NaN,NaN,NaN,NaN,NaN,NaN,151216.5469,18658.14258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82081.20313,206447.9297,24708.54053,20116.38525,38642.14355,,,,
P17252;P17252,PRKCA,64368.64844,23988.46094,85259.47656,133766.5469,56565.80078,56811.66406,70225.61719,41076.01563,57906.94141,75920.125,134195.1719,141604.2969,80377.375,144355.2656,162969.2031,150387.0156,138472.1094,159512.6406,110306.1953,142172.1719,205868.8848,103942.2656,41813.32275,45805.43091,13241.15137,,,
P17301;P17301,ITGA2,2912.229004,11931.52344,70491.82813,31293.45898,13325.69141,33295.30078,43096.45313,10515.06445,37496.25,16241.63867,17790.11914,32005.8125,11655.47461,33963.90625,13992.35156,15623.17676,26551.37305,19960.40039,37980.71094,35201.66406,132427.0781,61917.07471,13208.02734,26208.6626,,,,
P17302;P17302,GJA1,404065.125,254909.1563,643828.9375,535636.875,241742.1875,448158.4063,406931.5625,208527.7188,251861.4844,641480.625,577990.5625,436107.4063,331120,319475.9063,312390.875,406456.1563,359709.5313,339556.25,350415.0313,597801.1875,25082.94922,,,,18259.34961,23414.68457,9906.140625,
P17342;P17342,NPR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17405;P17405,SMPD1,15128.17578,14904.16406,100346.7109,55796.90625,21883.99219,54771.71484,70314.42188,44039.30469,60550.86328,25453.94922,39594.67578,58761.22656,34622.91016,60886.03516,61358.62891,43905.66406,61883.58203,43887.76172,37286.41797,74573.04688,,,,,65717.05859,73942.46924,132407.9014,66711.35059
P17480;P17480,UBTF,5041.675293,3887.933838,9812.124023,18665.47656,5397.987305,7796.225586,10371.39063,4480.479492,15862.87012,12511.8623,16642.125,18122.26953,9483.390625,15667.1582,14932.97363,20444.80664,22012.91016,15968.24902,14901.26563,19978.16797,2848.35434,,78976.49121,35099.23828,,,,4367.702515
P17535;P17535,JUND,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17540;P17540,CKMT2,2778480,700677.875,3490752.5,5445280.5,2565937.25,3784014.25,4843660.5,4073558.75,3665022,4014860,6708995,6295771.5,4432705,7021401,7704130,6410407.5,5864945,6053710,4191548.75,5678267,,,,,4575.518433,14340.13037,3554.645508,6966.54895
P17544;P17544,ATF7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17568;P17568,NDUFB7,98657.9375,37444.92188,65261.87891,99348.07031,73911.60156,69354.70313,87801.97656,97441.16406,112920.5547,261213.8438,110283.3047,91218.60156,142156.5469,71079.32813,135412.5,73485.84375,42664.71875,81529.22656,13117.11719,73210.97656,2912.471924,5238.876465,,,,,,
P17600;P17600,SYN1,90176.78125,35750.44922,73057.92188,115502.9609,67372.11719,104158.7734,717543.3125,710470.5625,822481.875,786176.625,101767.9297,123219.875,78011.83594,151058.4844,136608.7031,107292.7109,884152.4375,1003671.875,538601.3125,875930.5,7477.160889,9636.801819,,9832.774414,254.6474915,9273.667114,5787.204346,2773.313721
P17612;P17612,PRKACA,54591.59766,27259.5625,73809.50781,199499.3125,71596.79688,132521.625,159406,114557.7813,124171.5547,124916.9141,159628.6563,199859.9531,117947.7422,229196.2188,212073.9375,130130.3047,117418.8125,137676.7188,110097.0859,135377.9063,42223.20947,32574.72546,4701.57373,,,,,
P17655;P17655,CAPN2,105020.7344,89165.71875,262630.25,299612.4375,114454.4844,276187.375,329906.8125,179412.6094,253907.5625,217775.5938,308338.3125,240098.9531,181848.2344,217467.75,210247.3438,128678.8984,230535.9688,164562.6563,148137.3906,236938.3594,116156.3188,86177.03833,144028.3772,123431.6113,17229.0957,6108.317627,59759.99219,
P17658;P17658,KCNA6,24732.6543,14214.79297,58148.98438,84753.79688,4277.083008,54180.25391,77860.71875,44322.55078,46263.05859,48990.58594,121388.5234,90130.50781,41054.95313,82502.5,64858.44922,52262.20313,54690.20313,62331.8125,41488.53125,83733.96094,,,,,,,,
P17661;P17661,DES,3741.82251,NaN,32069.34961,NaN,211600.4531,NaN,166240.3594,58118.65625,168047.7656,78164.6875,18562.25781,NaN,25541.35742,60093.51563,84225.75781,NaN,25934.48242,79485.78125,26343.13477,28887.71289,8609.353516,,,,,6010.641602,,
P17676;P17676,CEBPB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50123.70703,NaN,NaN,11736.52539,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17677;P17677,GAP43,171627.3594,107737.8203,129828.5391,1514261.875,528283.8125,1051039.125,1633011.75,1116570,2275455.5,2296754.75,44037.30859,44187.09766,2410241.5,2574160,406659.4688,2039536.375,1585118.875,2979912,877608.125,2237462.5,,,,,194610.2139,266826.7109,265481.1699,443258.3154
P17706;P17706,PTPN2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48231.57031,NaN,29391.75977,50548.60938,21225.54883,2727.172852,65092.90625,NaN,48262.94141,NaN,NaN,55337.93359,,,,,,,,
P17707;P17707,AMD1,10152.88867,NaN,2732.630371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.8698425,NaN,NaN,NaN,NaN,426.2224121,,,,,,,
P17787;P17787,CHRNB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11229.8125,2972.78125,NaN,NaN,,,,,,,,
P17812;P17812,CTPS1,4801.410156,1716.270142,11265.66895,18952.53711,6297.731934,7911.868164,18670.61133,4826.986328,26926.19141,12628.78223,24229.24219,17128.52344,10222.13086,43195.09766,97688.32031,15961.50293,52905.59375,69530.75,43666.78516,18262.48438,54602.80664,19124.67871,17013.38452,7886.744141,,,,
P17813;P17813,ENG,2082.769043,NaN,NaN,NaN,NaN,NaN,11217.88379,NaN,NaN,12042.52051,15315.73633,NaN,NaN,3222.748535,NaN,NaN,NaN,NaN,6735.502441,NaN,7441.776611,1128.765381,1408.403076,,18799.97095,22108.2207,14133.58862,11331.01086
P17844;P17844,DDX5,66865.46094,22768.0293,79106.82031,264302.375,79363.25,115542.4297,187562.7344,108386.7188,221621.8594,126979.1641,290755.4375,259520.4844,97646.72656,436927.3438,426051.25,247497.8594,332849.6875,296776.2813,304286.7813,246101.8906,25040.1123,19054.99097,14940.38037,14448.19653,16564.58643,15719.77612,,2667.70874
P17858;P17858,PFKL,74637.17188,31468.78711,184547.9219,218690.0313,125732.4297,102925.8438,106145.2734,87815.82031,124093.9219,208387.5781,282665.4688,304722.0938,212511.3281,490910.4688,420073.8125,235874.7969,384249.1563,310854.6875,262040.8906,313008.9375,160964.9512,122532.251,68499.25146,54756.58105,1811.306152,2002.090698,,1725.60376
P17900;P17900,GM2A,38177.98047,55673.3125,187461.0469,108091.9453,62850.71875,130327.1719,171726.9688,102732.2656,122021.4531,78997.29688,135055.6719,107113.5,85587.32813,121372.9844,147102.9063,69491.83594,151563.8906,82729.4375,75302,179813.3906,,,,,946617.7422,675422.5977,641754.3906,518202.9336
P17927;P17927,CR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3017.288086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2334.963623,1003.476135,8268.005127,4277.708496,9814.242188,,7812.710815,4215.940674
P17931;P17931,LGALS3,41003.36328,29058.84375,91998.80469,123561.7891,49539.40234,132721.2188,147171.6094,98141.38281,133468.2656,110044.3594,254701.2656,117561.3984,97176.16406,108215.8203,108834.1719,55789.82031,91017.78125,96826.6875,43742.83203,92328.40625,2987.940674,3284.815186,11719.9502,25494.12451,17634.17517,15250.79919,25513.60083,24158.22583
P17936;P17936,IGFBP3,NaN,5602.4375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42172.72266,7687.624023,6433.012207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1099806.188,1329716.453,2965051.75,2478131.641,705011.002,256944.4395,149973.8955,195994.5479
P17947;P17947,SPI1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4871630,NaN,NaN,NaN,NaN,NaN,,,,,,,,
P17948;P17948,FLT1,NaN,NaN,13591.84668,12125.22559,4741.898926,11800.86328,12966.60352,9354.529297,22408.87305,17429.11133,28673.16797,13036.53516,9669.014648,5640.752441,11890.7373,5782.77002,9058.679688,10434.50977,8690.169922,15070.14258,,,,,,6125.084045,,2786.830566
P17980;P17980,PSMC3,29595.98438,17733.21094,65586.73438,103164.9844,36029.38281,55711.13672,55234.45703,40273.12109,35221.89453,66362.09375,75287.35938,77239.27344,45256.64063,141102.6094,155871.5469,67479.92188,124481.3984,118961.6328,79068.71094,111473.9375,52817.9458,30273.91748,217991.2809,268280.9022,284743.7891,1222234.984,229102.1484,450622.1875
P17987;P17987,TCP1,134761.875,65221.91016,351859.4375,343851.7813,156288.75,241008.3906,294491.9688,203549.0313,264338.9063,322506.9688,493351.0625,442526.8438,257004.4375,512559.8438,507768.2188,355375.8438,471558.375,410280.125,286944.0938,485721.2813,310767.75,191481.8145,46648.07178,35173.83301,,13740.82666,702.6330566,1369.874023
P18031;P18031,PTPN1,NaN,13599.90918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9570.280273,NaN,13830.09863,14939.64453,10364.7666,11260.86621,NaN,12549.31543,NaN,67206.25293,35655.04883,11987.75659,15793.61169,,,,
P18054;P18054,ALOX12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52881.66406,NaN,NaN,NaN,189699.8984,134837.2949,44315.92773,32736.20581,,,,
P18065;P18065,IGFBP2,4269.64502,2761.726074,18009.94141,19863.19336,10626.58594,16485.37305,NaN,14602.2041,13855.58691,33133.68359,37709.67578,36628.94141,34340.85156,13938.4834,20957.86133,13159.33594,14265.84961,24674.56641,12214.30469,19482.5957,1490249.781,1418799.027,1587019.355,3199434.313,5763460.391,2038496.273,2030181.578,1576945.398
P18074;P18074,ERCC2,NaN,NaN,9404.5625,9262.232422,29738.21875,NaN,NaN,67504.94531,NaN,30643.2168,8161.026367,5601.012695,2463.262207,7252.523438,9845.416992,8035.800781,NaN,66516.08594,15524.31738,43590.04688,19474.8125,2646.158447,,,,,,
P18075;P18075,BMP7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,12664.06787,14794.19385,6232.027832,6247.762146
P18077;P18077,RPL35A,12338.92188,5050.513672,59169.92188,56067.81641,26807.90234,36193.11328,42684.76953,13091.62988,36052.08594,73977.34375,88179.40625,57815.42188,48407.03125,40301.92578,96724.71094,65321.30469,89441.03125,88255.53125,74800.74219,98236.72656,30190.46631,,,14431782,,,,
P18084;P18084,ITGB5,2562.093994,3427.397217,3418.554932,20012.58984,5504.939941,19409.63086,19991.04883,9601.05957,11568.85449,12884.33105,5985.217773,8237.896484,4334.087402,10958.09375,12698.78125,8048.952148,11913.1416,8656.72168,6696.973145,9081.098633,10196.78967,7663.577576,41197.26953,49625.00745,49059.73547,,,
P18085;P18085,ARF4,26705.3457,19115.77539,74729.47656,88266.77344,40418.01563,69796.60156,68534.65625,36820.58594,53331.97266,77948.38281,130763.0313,128108.2031,59105.23828,122848.6406,134605.8906,101990.1563,125000.9688,71897.02344,102105.625,121770.7188,234776.2979,88514.31616,12850.80859,18581.72314,,,,
